name,x1,y1,x2,y2,classname
3037.png,556,300,598,332,1
3037.png,812,300,853,335,1
3037.png,765,280,795,304,1
3037.png,943,311,1012,363,1
3037.png,756,251,797,309,1
3037.png,97,268,148,318,1
3037.png,87,204,162,314,1
1967.jpg,539,74,631,177,0
1967.jpg,267,59,394,200,1
1967.jpg,274,106,344,184,1
6006.jpg,11,172,209,369,0
6006.jpg,298,124,426,285,0
6006.jpg,571,140,697,289,0
2020.jpg,597,79,686,193,1
2020.jpg,515,106,586,187,1
2020.jpg,346,126,397,183,1
2020.jpg,277,129,334,196,1
2020.jpg,75,76,162,180,1
2020.jpg,526,138,583,181,1
2020.jpg,351,147,390,176,1
2020.jpg,288,154,325,188,1
3841.png,293,55,500,336,1
3841.png,316,205,485,327,1
3841.png,1,3,93,152,0
3841.png,605,6,648,64,0
3841.png,425,5,482,64,0
3841.png,616,31,700,363,0
2226.png,286,8,373,115,1
3111.png,69,5,579,600,1
3111.png,613,289,663,347,0
3859.png,281,41,492,318,1
3859.png,827,38,1027,248,1
3859.png,352,214,466,313,1
4213.png,520,68,686,290,1
4213.png,518,64,691,284,1
2597.png,212,10,542,405,1
4980.png,176,69,522,506,1
4216.png,95,169,241,279,1
4216.png,240,177,384,298,1
4216.png,68,0,240,281,1
4216.png,68,3,240,278,1
4216.png,241,39,422,300,1
4216.png,242,35,417,299,1
2042.jpg,214,70,614,526,1
2596.png,315,47,433,194,1
2596.png,317,119,401,192,1
3423.png,298,148,373,218,1
4376.png,111,51,399,444,1
4661.png,228,67,305,169,1
4661.png,249,106,304,162,1
4060.png,60,74,220,268,0
4560.png,331,48,515,293,1
5757.jpg,511,277,813,646,0
5757.jpg,787,232,1030,569,0
5757.jpg,1017,238,1185,534,0
5757.jpg,1319,234,1561,541,0
5757.jpg,1500,420,1738,769,0
3875.png,96,70,341,400,1
3875.png,121,246,309,396,1
3342.png,78,5,528,606,1
3046.png,258,6,837,588,1
2277.png,491,43,641,241,1
2277.png,496,153,607,233,1
2277.png,358,68,435,154,0
2277.png,271,83,323,142,0
2277.png,46,85,70,113,0
2656.png,88,6,646,567,1
4860.png,327,35,408,127,1
4860.png,331,68,396,123,1
2395.png,385,101,434,167,1
2395.png,209,128,242,170,1
2395.png,398,135,433,167,1
6184.jpg,497,2,848,267,0
4162.png,115,107,408,546,1
3551.png,456,87,539,192,1
3551.png,474,148,533,191,1
3551.png,256,144,309,203,1
3018.png,95,112,225,290,1
3018.png,265,125,328,216,1
3018.png,364,139,429,225,1
3018.png,108,196,215,290,1
3018.png,273,165,323,212,1
3018.png,369,177,420,224,1
4705.png,284,111,471,360,1
4705.png,710,263,869,438,1
4705.png,301,238,453,351,1
4705.png,717,327,862,440,1
2421.png,249,122,398,353,1
2421.png,256,238,397,348,1
2421.png,534,81,624,211,0
2421.png,163,74,243,171,1
2421.png,409,93,485,187,1
2421.png,12,68,125,191,0
2421.png,428,142,488,187,1
2421.png,183,124,243,168,1
2574.png,96,8,615,561,1
2155.png,147,11,280,178,1
2155.png,151,97,260,174,1
2155.png,494,72,517,107,0
2171.png,6,176,284,552,1
2171.png,443,10,711,419,1
2219.png,310,32,423,177,1
2219.png,314,110,366,165,1
4236.png,332,2,453,190,1
2246.png,303,49,455,227,0
5942.jpg,192,115,371,328,0
5942.jpg,644,208,817,447,0
5942.jpg,954,22,1189,317,0
2432.png,108,203,247,333,1
2432.png,151,259,230,328,1
2214.png,339,37,659,476,1
2214.png,91,192,314,497,1
2214.png,111,373,308,500,1
2214.png,359,301,589,470,1
3864.png,184,137,313,321,1
3864.png,375,351,425,417,1
3864.png,225,239,305,318,1
3864.png,375,390,414,415,1
4326.png,173,48,381,311,1
4326.png,649,81,917,360,1
4326.png,703,220,873,354,1
4326.png,222,178,355,303,1
3866.png,258,256,303,314,1
3866.png,264,285,298,310,1
4032.png,353,158,550,434,1
4032.png,22,2,335,412,1
5740.jpg,362,124,391,161,1
5740.jpg,215,108,262,148,1
5740.jpg,207,64,276,152,1
4487.png,143,7,427,385,1
6159.jpg,369,20,561,240,0
5323.jpg,525,254,603,343,1
5323.jpg,528,214,662,337,1
5675.jpg,361,46,650,407,0
6116.jpg,650,235,783,413,0
6116.jpg,886,278,1025,432,0
6116.jpg,410,296,530,450,0
6116.jpg,149,244,288,416,0
6116.jpg,1150,262,1283,426,0
6116.jpg,1286,0,1416,101,0
6053.jpg,137,21,331,247,0
4331.png,279,48,419,228,1
4331.png,316,150,400,225,1
2792.png,339,268,400,337,1
2792.png,343,304,372,335,1
3663.png,58,53,270,346,1
3663.png,107,211,262,343,1
3972.png,438,198,510,296,1
3972.png,257,329,337,397,1
4954.png,258,204,371,347,1
4954.png,259,250,355,343,1
3820.png,112,192,269,326,1
3820.png,227,241,264,318,1
3820.png,555,248,633,332,1
3820.png,561,294,613,321,1
5339.jpg,213,85,268,155,0
3935.png,285,17,371,150,1
4494.png,150,138,514,622,1
4856.png,611,34,712,188,1
4856.png,478,27,551,140,1
4856.png,237,86,304,173,1
4856.png,107,100,192,206,1
4856.png,189,61,246,136,0
5144.jpg,186,43,497,481,1
3000.png,373,3,617,339,1
3000.png,392,217,560,340,1
3000.png,347,221,418,330,0
3416.png,416,5,619,161,1
3416.png,265,98,391,232,1
3416.png,307,161,388,223,1
3416.png,418,35,570,159,1
5034.jpg,424,83,466,131,1
5034.jpg,501,124,537,172,1
5034.jpg,430,106,462,130,1
5034.jpg,505,148,534,169,1
2531.png,371,116,461,227,1
5306.jpg,424,170,640,431,0
5306.jpg,203,135,415,397,0
2581.png,269,51,394,211,1
2581.png,283,133,384,209,1
4276.png,152,73,309,262,1
4276.png,494,108,603,254,1
4276.png,265,167,308,263,1
4276.png,550,185,600,247,1
2441.png,145,237,229,321,1
2478.png,235,60,473,375,1
4632.png,50,7,390,394,1
1901.jpg,1485,801,1673,1056,1
1901.jpg,913,132,1142,397,1
1901.jpg,377,137,614,392,1
3665.png,129,60,457,428,1
4035.png,124,0,467,358,1
5081.jpg,172,24,257,123,1
5081.jpg,517,41,595,126,1
5081.jpg,347,232,403,301,1
3934.png,683,87,754,170,1
3934.png,495,77,560,166,1
3934.png,592,103,653,182,1
3934.png,597,146,648,177,1
3934.png,370,84,430,155,1
3934.png,28,50,75,112,1
3934.png,293,78,360,150,1
3934.png,147,105,200,164,0
3934.png,373,124,422,150,1
3934.png,33,88,67,107,1
2900.png,359,5,579,247,1
5824.jpg,613,82,773,346,0
5979.jpg,374,155,555,376,0
5979.jpg,184,28,337,248,0
5678.jpg,309,32,665,419,0
3129.png,133,71,435,467,1
4243.png,604,123,672,223,1
4243.png,158,77,285,256,1
4243.png,743,22,867,188,0
4243.png,166,188,277,256,1
4243.png,19,2,106,112,1
4243.png,21,71,62,116,1
3827.png,271,154,609,550,1
3133.png,72,62,216,242,1
3133.png,123,177,196,238,1
5014.jpg,52,2,292,236,1
5014.jpg,110,91,288,230,1
4346.png,49,13,476,600,1
6176.jpg,543,172,693,348,0
1851.jpg,690,228,863,428,1
1851.jpg,693,312,834,435,1
1851.jpg,255,180,346,303,0
3181.png,356,85,465,234,1
3181.png,4,137,83,276,0
3181.png,585,163,698,333,0
3181.png,241,61,332,182,0
3181.png,372,168,456,229,1
3181.png,671,32,754,147,0
3181.png,735,21,799,126,0
3181.png,248,1,313,59,0
3811.png,239,165,294,236,1
3811.png,327,132,364,184,1
3811.png,429,115,467,171,1
3811.png,158,142,200,191,1
3811.png,60,152,106,210,1
3811.png,0,171,17,222,1
3811.png,347,212,423,304,1
3811.png,438,217,466,274,1
3811.png,431,212,468,273,1
3811.png,406,277,471,364,1
3811.png,429,249,460,272,1
5903.jpg,394,57,524,226,0
6021.jpg,205,93,300,215,0
6021.jpg,311,135,391,238,0
3992.png,187,35,572,541,1
2221.png,284,262,362,368,1
2221.png,286,288,360,366,1
6392.jpg,525,232,634,326,1
6392.jpg,329,219,448,284,1
6392.jpg,0,188,49,294,1
6392.jpg,260,222,313,253,1
6392.jpg,42,232,94,302,0
6392.jpg,0,100,55,293,1
6392.jpg,241,147,316,253,1
6392.jpg,506,130,634,329,1
4559.png,163,8,658,428,1
6297.jpg,71,75,138,170,0
6297.jpg,467,131,528,201,0
4076.png,471,57,526,139,1
4076.png,628,93,694,170,1
4076.png,312,48,372,117,1
4076.png,635,135,681,166,1
2563.png,66,92,206,263,1
2563.png,276,169,406,333,1
2563.png,410,142,508,273,1
2563.png,263,6,317,71,0
2563.png,290,223,401,332,1
2563.png,415,209,507,272,1
3876.png,375,4,742,490,1
3876.png,385,205,724,487,1
4075.png,228,20,576,448,1
4075.png,238,210,495,444,1
2709.png,239,143,329,249,1
2709.png,238,192,297,247,1
3530.png,106,98,549,589,1
4411.png,276,8,439,242,1
4411.png,287,109,416,239,1
4411.png,154,210,202,256,1
4411.png,152,158,243,254,1
4950.png,125,145,214,244,1
4950.png,125,190,180,239,1
4309.png,30,4,484,482,1
4309.png,78,275,420,494,1
4781.png,182,314,393,576,1
4781.png,377,30,621,390,1
4310.png,46,8,420,381,1
4310.png,94,129,421,379,1
4310.png,0,0,40,36,0
3324.png,91,5,612,566,1
6204.jpg,1853,765,2113,1097,0
6204.jpg,658,592,936,948,0
6204.jpg,2262,957,2425,1164,0
6204.jpg,3136,525,3438,857,0
3849.png,269,82,488,334,1
2998.png,248,214,409,428,1
2998.png,647,330,684,374,1
2998.png,642,352,668,373,1
5636.jpg,340,3,671,438,0
2727.png,229,35,506,352,1
3323.png,172,8,441,396,1
4361.png,184,52,455,380,1
4361.png,0,148,174,417,1
4361.png,1,261,173,413,1
4361.png,236,188,448,378,1
3105.png,71,58,404,594,1
4154.png,141,26,433,415,1
4154.png,139,233,426,410,1
4135.png,95,87,240,266,1
4540.png,296,25,530,511,1
4540.png,110,265,284,379,1
4540.png,307,293,527,505,1
3643.png,843,191,1144,536,1
3643.png,3,0,253,348,1
3643.png,521,46,743,339,0
1850.jpg,267,243,494,526,1
1850.jpg,4,24,186,338,1
5185.jpg,825,98,977,294,1
5185.jpg,388,171,539,393,1
5185.jpg,388,0,526,182,1
5185.jpg,269,7,405,196,1
5185.jpg,516,47,596,200,1
5185.jpg,847,213,968,294,1
5185.jpg,396,301,524,388,1
5185.jpg,292,112,395,194,1
5185.jpg,390,95,521,178,1
5185.jpg,523,120,591,198,1
3107.png,230,9,543,411,1
5158.jpg,219,10,562,390,1
6247.jpg,494,472,552,548,0
4492.png,173,69,408,387,1
4492.png,189,223,385,382,1
6228.jpg,122,151,212,275,0
6228.jpg,282,106,304,137,0
6228.jpg,319,123,342,158,0
6228.jpg,307,226,384,348,0
6228.jpg,447,238,537,344,0
6228.jpg,713,251,790,343,0
6228.jpg,801,367,907,463,0
6228.jpg,563,332,641,411,0
6228.jpg,27,255,49,285,0
3246.png,96,172,173,258,1
3246.png,340,141,397,205,1
3246.png,227,233,281,297,1
3246.png,110,271,182,344,1
3246.png,413,150,458,186,1
2551.png,239,4,631,388,1
4465.png,6,7,427,588,0
4465.png,850,9,1244,442,1
4465.png,873,170,1244,435,1
2938.png,327,31,555,318,1
2938.png,150,156,332,360,1
4049.png,439,51,600,261,1
4049.png,446,153,568,260,1
2675.png,336,50,415,156,1
2675.png,349,116,406,155,1
2675.png,0,147,17,192,0
2675.png,27,137,62,172,0
2675.png,265,121,293,155,0
3619.png,50,1,675,613,1
4748.png,156,102,461,378,1
4748.png,513,0,836,202,0
5441.jpg,377,313,626,509,1
5441.jpg,359,115,639,509,1
3580.png,367,182,487,294,1
3580.png,380,239,464,293,1
4399.png,145,136,231,230,1
4399.png,178,186,229,227,1
3420.png,132,171,217,272,1
3420.png,250,111,326,203,1
3420.png,335,159,416,260,1
3420.png,439,112,510,206,1
3420.png,533,187,616,297,1
3420.png,148,124,215,199,1
6428.png,434,509,705,689,1
4764.png,415,80,511,229,1
4764.png,174,98,301,224,1
2541.png,80,126,337,453,1
2541.png,350,126,589,445,1
2541.png,139,303,332,451,1
2541.png,352,274,544,445,1
6350.jpg,372,0,505,161,0
4288.png,104,7,514,463,1
2744.png,0,30,286,510,1
2744.png,538,150,624,266,1
2744.png,546,211,625,266,1
6266.jpg,284,186,351,283,0
6266.jpg,117,253,189,340,0
6266.jpg,45,272,115,357,0
6266.jpg,615,305,667,365,0
6062.jpg,579,6,1101,686,0
6062.jpg,8,52,275,454,0
6062.jpg,1612,155,1896,532,0
5582.jpg,7,111,993,1179,1
3492.png,25,92,339,464,1
3492.png,80,260,329,454,1
4138.png,241,121,340,270,1
3834.png,94,6,704,541,1
3834.png,123,89,632,540,1
4816.png,422,45,534,166,1
4816.png,460,105,531,156,1
4537.png,220,217,289,285,1
4537.png,237,130,282,183,0
4537.png,233,248,283,281,1
5244.jpg,309,112,402,246,1
5244.jpg,166,71,253,189,0
5244.jpg,321,176,399,243,1
1852.jpg,976,273,1349,699,1
1852.jpg,996,426,1291,651,1
1852.jpg,543,334,812,672,0
3789.png,142,22,395,355,1
6302.jpg,375,171,481,302,0
3024.png,147,53,334,334,0
6241.jpg,308,175,361,240,0
6241.jpg,264,256,300,309,0
6241.jpg,250,233,292,280,0
2586.png,3,1,659,609,1
2586.png,20,225,610,610,1
4830.png,190,12,546,504,1
4933.png,100,124,203,229,1
4332.png,40,51,489,577,1
3362.png,534,97,621,201,1
3362.png,243,154,315,246,1
3362.png,546,168,599,199,1
2941.png,345,270,400,344,1
2941.png,459,303,502,369,1
2941.png,359,310,400,344,1
2941.png,459,334,493,368,1
2941.png,260,289,283,311,1
2941.png,75,297,97,318,1
2941.png,257,274,292,315,1
2941.png,70,278,102,321,1
2941.png,131,279,166,317,0
4809.png,209,58,295,166,1
4809.png,233,121,280,165,1
5594.jpg,729,49,1480,1178,1
5594.jpg,766,603,1378,1180,1
6183.jpg,396,375,1282,1560,0
3512.png,276,228,391,364,1
3512.png,309,301,383,364,1
3512.png,3,82,66,258,1
3512.png,320,119,382,219,1
4115.png,254,1,491,294,1
4115.png,570,87,734,315,1
4115.png,585,231,726,312,1
2720.png,266,26,494,319,1
2720.png,328,190,496,318,1
3280.png,185,0,960,682,1
3280.png,47,229,163,361,1
3280.png,58,311,129,361,1
2504.png,339,165,533,321,1
2387.png,188,80,522,550,1
2615.png,8,31,223,308,1
2615.png,448,228,497,287,1
2615.png,383,94,495,276,1
3489.png,329,355,731,626,1
4237.png,72,0,576,597,1
6150.jpg,134,174,191,237,0
6150.jpg,180,330,226,397,0
6150.jpg,274,314,340,386,0
6150.jpg,345,203,394,260,0
6150.jpg,464,180,495,252,0
4007.png,276,178,568,576,1
4181.png,78,1,658,556,1
5187.jpg,2190,260,3041,1303,1
5187.jpg,2306,807,2984,1283,1
3986.png,81,27,322,416,1
3986.png,303,158,441,348,1
3986.png,89,250,282,417,1
3986.png,366,254,440,343,1
6197.jpg,179,14,309,190,0
6197.jpg,363,57,466,182,0
6197.jpg,487,92,561,173,0
6168.jpg,964,42,1297,510,0
2455.png,95,8,430,470,1
3982.png,183,0,307,159,1
3982.png,537,21,605,119,1
3882.png,89,61,348,369,1
3862.png,558,159,657,287,1
3862.png,304,110,444,287,1
3862.png,405,210,443,284,1
3862.png,572,230,645,287,1
6291.jpg,110,41,324,300,0
6291.jpg,370,88,591,371,0
3808.png,142,4,463,409,1
4300.png,359,162,462,300,1
4300.png,668,5,802,154,1
4300.png,687,63,762,152,1
4300.png,362,241,436,298,1
2636.png,336,34,568,340,0
5856.jpg,17,107,147,270,0
2907.png,294,92,456,314,1
2907.png,312,206,437,311,1
2435.png,172,94,373,279,1
2693.png,288,77,405,267,0
4570.png,478,18,620,202,1
4570.png,483,116,580,197,1
4570.png,168,315,238,407,1
4570.png,134,120,364,408,1
6226.jpg,434,148,496,233,0
6226.jpg,603,120,793,352,0
4577.png,133,25,402,373,1
2724.png,207,6,378,242,1
3217.png,421,20,473,92,1
3217.png,428,56,471,92,1
3217.png,132,30,231,157,1
3217.png,174,122,216,160,1
4682.png,58,104,129,182,1
4682.png,204,121,270,196,1
4682.png,342,137,401,196,1
4682.png,452,129,503,184,1
4682.png,538,137,585,183,1
4682.png,72,145,126,178,1
4682.png,224,162,261,193,1
4682.png,353,167,393,193,1
4682.png,462,157,499,182,1
4682.png,550,160,579,178,1
4682.png,626,155,647,175,1
4682.png,161,191,176,210,1
4682.png,269,197,288,211,1
4682.png,262,184,291,214,1
4682.png,147,183,183,215,1
4682.png,613,135,647,181,1
6086.jpg,485,84,1269,1084,0
4802.png,171,10,576,553,1
5180.jpg,372,0,516,165,1
5180.jpg,585,1,749,208,1
5180.jpg,111,90,217,215,1
5180.jpg,107,167,183,212,1
5180.jpg,266,16,367,125,0
4219.png,127,126,178,197,1
4219.png,208,129,261,193,1
4219.png,333,79,384,158,1
4219.png,474,115,532,202,1
4219.png,568,152,644,233,1
4219.png,127,160,177,195,1
4219.png,214,157,258,192,1
4219.png,127,126,183,196,1
4219.png,207,120,262,191,1
4219.png,333,80,388,162,1
4219.png,473,118,534,200,1
4219.png,567,152,646,235,1
2091.jpg,621,79,755,240,1
2091.jpg,632,140,712,224,1
2052.jpg,332,188,401,275,1
2052.jpg,343,231,394,273,1
2052.jpg,477,191,539,277,1
2052.jpg,627,190,699,277,1
2052.jpg,709,226,738,281,1
2052.jpg,484,248,534,274,1
4626.png,114,27,236,168,1
4548.png,20,12,108,127,1
4548.png,218,39,292,128,1
4548.png,447,4,527,123,1
4548.png,25,62,106,125,1
4548.png,236,87,291,126,1
4548.png,449,62,522,121,1
4246.png,315,125,397,232,1
4246.png,266,194,326,272,1
4246.png,208,204,264,274,1
4246.png,72,126,135,208,1
4246.png,1,105,65,207,1
4246.png,1,148,63,203,1
4246.png,80,156,127,207,1
4246.png,207,234,259,274,1
4246.png,275,232,320,270,1
4246.png,320,161,395,230,1
3842.png,97,172,382,574,1
4987.png,151,22,498,437,1
2302.png,167,13,416,301,0
4291.png,162,161,384,442,1
5425.jpg,110,65,610,765,1
3753.png,394,45,611,372,1
4317.png,65,10,350,317,1
4317.png,91,151,334,312,1
5231.jpg,398,170,573,388,1
5231.jpg,415,290,563,392,1
3688.png,371,32,536,227,1
3688.png,759,1,923,177,1
3688.png,967,1,1149,171,1
3688.png,51,4,212,141,1
3384.png,379,0,696,286,1
3384.png,3,152,360,590,1
2191.png,263,129,525,464,1
2191.png,273,267,508,455,1
4027.png,296,270,368,354,1
5215.jpg,310,4,448,174,1
5215.jpg,315,89,425,172,1
3476.png,3,281,260,666,1
3476.png,2,441,249,662,1
2066.jpg,1050,208,1492,739,1
2066.jpg,660,408,1041,932,1
2066.jpg,1090,432,1399,724,1
2066.jpg,683,613,987,916,1
5089.jpg,385,0,492,155,1
2294.png,136,69,191,157,1
2294.png,383,87,444,162,1
2294.png,136,116,190,157,1
2294.png,383,124,444,162,1
2294.png,99,34,148,115,1
2294.png,258,94,298,135,1
3784.png,89,252,327,497,1
3784.png,143,351,318,495,1
1939.jpg,1466,287,1662,503,1
1939.jpg,1071,266,1254,505,1
1939.jpg,393,385,602,622,1
1939.jpg,683,227,819,383,1
1939.jpg,407,152,565,321,1
1939.jpg,1462,395,1639,505,1
1939.jpg,1068,394,1218,508,1
1939.jpg,429,501,577,600,1
1939.jpg,709,298,803,367,1
1939.jpg,455,201,551,295,1
1939.jpg,908,131,1058,299,1
1939.jpg,914,238,992,310,1
3661.png,116,57,441,473,1
3636.png,312,317,359,380,1
4691.png,93,173,149,234,0
2627.png,449,207,522,295,1
4999.jpg,895,186,1077,431,1
4999.jpg,547,158,716,351,1
4999.jpg,42,156,362,469,0
2912.png,22,7,563,423,1
6131.jpg,225,2,897,660,0
2245.png,36,8,276,326,1
2245.png,84,168,258,319,1
2522.png,240,11,486,301,0
5485.jpg,72,67,683,798,0
4725.png,421,64,517,162,1
4042.png,115,38,501,487,1
2733.png,228,157,281,223,1
2733.png,234,192,265,219,1
5132.jpg,848,268,1016,494,1
5132.jpg,394,243,446,311,0
5132.jpg,870,361,1015,483,1
3897.png,144,5,235,128,1
2526.png,199,5,460,346,1
2717.png,154,45,279,210,1
2717.png,170,125,270,206,1
3205.png,97,146,460,671,1
3205.png,123,432,417,665,1
5885.jpg,201,38,330,204,0
5885.jpg,697,106,841,270,0
5053.jpg,594,250,748,497,1
5053.jpg,605,367,735,482,1
3197.png,285,432,325,485,1
3361.png,522,117,597,167,1
3361.png,80,111,103,139,0
5926.jpg,262,39,415,271,0
6411.png,152,267,437,621,1
5114.jpeg,375,59,496,246,1
5114.jpeg,384,146,492,242,1
5386.jpg,564,418,1380,1177,1
6352.jpg,1122,625,1934,1588,0
4664.png,226,150,285,215,1
4664.png,281,184,324,237,1
4664.png,287,204,322,235,1
4664.png,237,185,282,213,1
4203.png,314,237,331,251,1
3401.png,195,6,681,499,1
2337.png,51,7,743,661,1
3996.png,218,40,557,463,1
4584.png,269,3,522,316,1
5480.jpg,572,6,831,504,1
5581.jpg,475,193,625,345,1
5581.jpg,441,6,719,361,1
4025.png,257,20,307,83,1
4025.png,186,82,218,126,1
4025.png,188,108,215,124,1
4025.png,264,49,300,75,1
2022.jpg,264,24,888,803,1
3608.png,72,5,176,112,1
3608.png,240,20,338,145,1
3608.png,407,28,517,154,1
3608.png,590,18,693,149,1
3611.png,205,4,487,349,0
5714.jpg,827,285,2133,1959,1
4864.png,261,75,307,138,1
4864.png,639,60,684,125,1
4864.png,266,97,303,131,1
4864.png,640,84,683,119,1
6057.jpg,299,240,400,366,0
2375.png,281,71,592,529,1
6010.jpg,176,155,226,219,0
6010.jpg,270,121,316,183,0
6010.jpg,307,153,359,228,0
6010.jpg,402,123,448,189,0
6010.jpg,512,118,562,185,0
2102.jpg,134,3,496,451,1
2102.jpg,658,18,1029,459,1
2262.png,234,7,321,103,1
2262.png,236,43,306,99,1
3694.png,116,286,429,677,1
4609.png,93,70,242,278,1
4609.png,243,178,436,458,1
4609.png,98,164,236,279,1
4609.png,239,302,423,455,1
2538.png,92,2,413,374,1
3348.png,278,188,362,278,1
4982.png,213,86,363,290,1
4647.png,315,270,373,335,1
4647.png,321,301,368,331,1
2870.png,312,161,402,279,1
2870.png,10,146,99,257,1
2870.png,628,160,692,277,1
2870.png,338,234,401,277,1
2870.png,640,222,690,276,1
5094.jpg,381,80,502,211,1
5094.jpg,378,139,448,208,1
2718.png,424,97,504,184,1
2718.png,437,143,494,180,1
2917.png,234,8,638,531,1
4426.png,364,33,649,317,1
4426.png,366,140,613,315,1
3966.png,239,149,321,252,1
6073.jpg,725,244,954,501,0
6073.jpg,1498,934,1764,1308,0
3413.png,381,28,533,238,1
3413.png,0,197,48,273,1
3413.png,623,218,648,291,1
2386.png,214,43,503,412,1
3513.png,390,0,513,101,1
3513.png,398,30,498,97,1
3513.png,164,240,247,326,1
3513.png,735,132,839,246,1
1978.jpg,221,256,450,535,1
1978.jpg,312,335,504,524,1
1978.jpg,134,169,320,352,1
1978.jpg,0,6,327,352,1
1978.jpg,709,36,871,235,1
1978.jpg,716,125,863,227,1
1978.jpg,636,142,719,215,1
1978.jpg,340,185,412,241,1
1978.jpg,481,96,538,143,1
1978.jpg,636,67,716,221,1
1978.jpg,470,32,553,138,1
1978.jpg,344,125,427,244,1
4274.png,320,178,402,294,1
6232.jpg,510,200,601,307,0
6232.jpg,530,425,630,543,0
6232.jpg,152,102,236,207,0
6232.jpg,287,140,367,234,0
6232.jpg,305,256,382,365,0
5218.jpg,294,72,435,266,1
5218.jpg,305,168,414,261,1
6038.jpg,476,4,532,88,0
6009.jpg,789,63,848,131,0
6259.jpeg,643,0,910,359,0
6259.jpeg,106,14,417,412,0
6259.jpeg,412,111,650,433,0
6259.jpeg,653,368,943,726,0
4132.png,419,175,474,244,1
4421.png,28,7,489,592,1
3214.png,41,193,115,293,1
3214.png,150,256,213,348,1
3214.png,281,199,350,302,1
3214.png,433,267,509,362,1
3214.png,562,220,645,314,1
6164.jpg,493,8,789,336,0
6164.jpg,72,16,352,295,0
6164.jpg,929,21,1205,370,0
6095.jpg,225,1,325,124,0
3227.png,202,0,348,169,1
4948.png,58,8,137,108,0
4948.png,281,20,365,160,1
3890.png,79,1,638,576,1
2882.png,461,137,540,250,1
4012.png,276,154,359,263,1
3378.png,495,180,525,216,0
4550.png,248,41,370,165,1
4550.png,443,174,517,254,1
4550.png,705,129,789,231,1
4550.png,309,102,348,162,1
4550.png,455,213,510,254,1
4550.png,714,186,784,231,1
4550.png,114,243,133,257,1
4550.png,113,223,137,260,1
6402.png,593,191,1240,765,1
6402.png,588,370,904,725,1
5954.jpg,445,323,536,412,0
5954.jpg,0,316,59,412,0
1946.jpg,208,66,294,166,1
1946.jpg,211,115,272,158,1
1946.jpg,209,13,318,150,1
5624.jpg,1105,1232,1617,1785,1
5624.jpg,734,427,2467,1984,1
5610.jpg,480,24,823,500,0
3717.png,93,3,455,410,1
2166.png,256,123,419,315,1
5456.jpg,523,322,1355,1219,0
5456.jpg,1522,405,2137,1186,0
5113.jpg,98,11,311,286,0
1984.jpg,835,93,989,270,1
1984.jpg,10,2,288,267,1
1984.jpg,114,85,270,239,1
1919.jpg,111,279,424,648,1
3013.png,148,31,256,158,1
6146.jpg,233,102,390,320,0
3391.png,266,49,524,335,1
3391.png,285,189,421,332,1
4224.png,41,103,520,554,1
4224.png,39,102,515,554,1
3132.png,206,112,267,185,1
3132.png,207,148,238,185,1
3715.png,14,1,619,379,1
3715.png,151,109,571,375,1
2783.png,248,7,418,204,1
1989.jpg,250,96,366,227,0
1989.jpg,461,184,585,325,1
1989.jpg,474,232,558,313,1
1989.jpg,365,238,480,356,0
1989.jpg,1,150,126,315,0
1989.jpg,128,30,237,183,0
3954.png,125,78,204,169,1
4645.png,1,17,55,110,1
4645.png,106,13,164,102,1
4645.png,223,46,282,128,1
4645.png,323,79,375,148,0
4645.png,401,4,471,100,0
4645.png,228,85,279,124,1
4645.png,106,57,155,96,1
4645.png,25,70,53,107,1
4556.png,332,169,400,248,1
4556.png,408,167,468,238,1
4556.png,535,173,602,258,1
4556.png,334,202,397,245,1
4556.png,414,200,467,236,1
4556.png,536,220,597,256,1
4556.png,585,90,611,124,1
4556.png,547,62,609,128,1
5452.jpg,732,90,1269,842,1
6059.jpg,435,65,654,363,0
6059.jpg,798,46,995,334,0
4499.png,480,107,522,162,1
4499.png,374,92,415,143,1
4499.png,118,99,164,169,1
4499.png,132,138,160,166,1
4499.png,381,117,413,140,1
4499.png,482,134,512,160,1
4499.png,245,90,283,130,0
3773.png,167,135,297,295,1
3058.png,2,5,524,521,1
5550.jpg,733,282,1854,1406,1
1833.jpg,339,160,447,277,1
1833.jpg,4,0,88,121,1
1833.jpg,345,222,401,272,1
1833.jpg,12,68,76,111,1
1833.jpg,287,238,334,308,0
1833.jpg,177,336,249,404,0
2420.png,301,175,373,235,1
2420.png,327,206,360,234,1
6330.jpg,471,109,574,248,0
2472.png,100,54,370,471,1
6097.jpg,224,31,393,242,0
3411.png,408,63,673,409,1
3411.png,2,337,239,593,1
5965.jpg,131,161,262,292,0
3582.png,199,5,263,87,1
3582.png,82,1,156,93,1
5141.jpg,275,13,482,242,1
5141.jpg,572,109,784,337,1
5141.jpg,300,127,460,238,1
5141.jpg,577,223,714,337,1
4904.png,489,97,666,337,1
3452.png,260,88,620,506,1
4965.png,130,217,243,318,1
4965.png,502,20,583,142,1
4965.png,171,260,242,314,1
4965.png,502,83,542,133,1
2501.png,118,56,198,140,1
2501.png,141,109,177,137,1
2750.png,457,212,489,253,1
2750.png,472,239,487,253,1
2836.png,139,41,473,450,1
4534.png,278,3,362,88,1
2107.jpg,1308,575,1430,715,1
5989.jpg,537,195,693,432,0
5989.jpg,884,174,986,302,0
5989.jpg,763,31,859,149,0
5989.jpg,596,148,684,238,0
5989.jpg,421,30,511,155,0
5989.jpg,361,91,424,169,0
